00014,12052,437290:06:11.526,-0.0493164,1.01074,-0.0463867,0.108551,-0.0787527,-0.0287341,0.0706212,-0.718905,-0.690911,0.0336348,2.48884
4,12095,437290:06:11.526,-0.0585938,1.00684,-0.046875,0.14367,-0.137285,-0.032991,0.0742048,-0.720616,-0.689011,0.0282899,2.83386
4,12132,437290:06:11.527,-0.0512695,1.01904,-0.0527344,0.148992,-0.161762,-0.032991,0.069759,-0.722477,-0.687375,0.0311817,3.06778
4,12172,437290:06:11.527,-0.0556641,1.00879,-0.0556641,0.140478,-0.152184,-0.0287341,0.0730362,-0.724116,-0.685549,0.0259727,3.39702
4,12212,437290:06:11.560,-0.0546875,1.01221,-0.0517578,0.114936,-0.150056,-0.0202203,0.0695818,-0.722552,-0.687458,0.0276942,3.0795
4,12252,437290:06:11.560,-0.0498047,1.02197,-0.0478516,0.0957803,-0.139413,-0.0127707,0.0661943,-0.720796,-0.689559,0.0294983,2.73273
4,12292,437290:06:11.616,-0.0507812,1.01416,-0.046875,0.07556,-0.139413,-0.0148992,0.067175,-0.718192,-0.692291,0.0267019,2.31824
4,12334,437290:06:11.617,-0.0493164,1.01123,-0.0546875,0.0564039,-0.110679,-0.0148992,0.0655992,-0.721552,-0.689022,0.0272756,2.84138
4,12372,437290:06:11.617,-0.0488281,1.01758,-0.0527344,0.0319268,-0.0893949,-0.0170276,0.0623514,-0.723639,-0.686972,0.0299404,3.14193
4,12412,437290:06:11.631,-0.0581055,1.01416,-0.0566406,0.0297983,-0.0723673,-0.0148992,0.0663102,-0.723433,-0.686933,0.0250809,3.17632
4,12452,437290:06:11.661,-0.0556641,1.01123,-0.046875,0.0266056,-0.102166,-0.0138349,0.065594,-0.72045,-0.690178,0.0245772,2.66756
4,12492,437290:06:11.662,-0.0478516,1.01318,-0.0424805,0.0180918,-0.0840738,-0.0127707,0.0618238,-0.718726,-0.692191,0.0275955,2.32583
4,12532,437290:06:11.688,-0.0488281,1.01758,-0.0541992,0.0191561,-0.0564039,-0.0148992,0.062398,-0.721653,-0.689236,0.0267066,2.81
4,12572,437290:06:11.718,-0.0493164,1.01172,-0.0410156,0.0148992,-0.0457617,-0.0117065,0.0624207,-0.718518,-0.692422,0.0262313,2.29934
4,12612,437290:06:11.718,-0.0546875,1.01025,-0.0512695,0.0170276,-0.0489544,-0.0138349,0.0639936,-0.721188,-0.689654,0.0244026,2.75818
4,12652,437290:06:11.747,-0.0517578,1.01514,-0.0463867,0.0202203,-0.0500186,-0.0117065,0.0615707,-0.718653,-0.692344,0.0264428,2.3097
4,12692,437290:06:11.748,-0.0498047,1.01318,-0.0517578,0.023413,-0.0542755,-0.0106423,0.0621709,-0.721605,-0.689351,0.0255561,2.79911
4,12732,437290:06:11.778,-0.050293,1.01318,-0.0512695,0.0255414,-0.0393763,-0.0106423,0.0638359,-0.724297,-0.686426,0.0237396,3.27309
4,12772,437290:06:11.808,-0.0541992,1.00977,-0.0493164,0.0266056,-0.0308625,-0.0106423,0.0636512,-0.721269,-0.689536,0.0236692,2.77396
4,12812,437290:06:11.812,-0.0517578,1.00781,-0.0522461,0.032991,-0.0393763,-0.0117065,0.0618352,-0.724149,-0.686694,0.0255244,3.21832
4,12852,437290:06:11.868,-0.0522461,1.00977,-0.043457,0.032991,-0.0223487,-0.0117065,0.0624232,-0.721156,-0.689727,0.0247723,2.73667
4,12893,437290:06:11.868,-0.0522461,1.00879,-0.046875,0.0372479,-0.0255414,-0.00957803,0.0644616,-0.718315,-0.692573,0.0224598,2.29814
4,12932,437290:06:11.868,-0.0507812,1.01123,-0.050293,0.0446975,-0.0393763,-0.00744958,0.0626572,-0.721307,-0.68965,0.0242906,2.75854
4,12972,437290:06:11.897,-0.0488281,1.00977,-0.046875,0.0468259,-0.0340552,-0.0106423,0.0593858,-0.719613,-0.691489,0.0274726,2.43775
